,atomic_number,atomic_radius,atomic_radius_rahm,atomic_volume,atomic_weight,boiling_point,bulk_modulus,c6_gb,covalent_radius_cordero,covalent_radius_pyykko,covalent_radius_pyykko_double,covalent_radius_pyykko_triple,covalent_radius_slater,density,dipole_polarizability,electron_negativity,electron_affinity,en_allen,en_ghosh,en_pauling,first_ion_en,fusion_enthalpy,gs_bandgap,gs_energy,gs_est_bcc_latcnt,gs_est_fcc_latcnt,gs_mag_moment,gs_volume_per,hhi_p,hhi_r,heat_capacity_mass,heat_capacity_molar,icsd_volume,evaporation_heat,heat_of_formation,lattice_constant,mendeleev_number,melting_point,molar_volume,num_unfilled,num_valance,num_d_unfilled,num_d_valence,num_f_unfilled,num_f_valence,num_p_unfilled,num_p_valence,num_s_unfilled,num_s_valence,period,specific_heat,thermal_conductivity,vdw_radius,vdw_radius_alvarez,vdw_radius_mm3,vdw_radius_uff,sound_velocity,Polarizability
Nd,0.6382978723404256,0.6816479400749064,0.9692832764505119,0.2942857142857143,0.5911557377049182,0.5634064080944351,0.08421052631578947,0.5345345345345346,0.7730769230769231,0.75,0.6284403669724771,0.8619967836839211,0.7115384615384616,0.31045635799734167,0.5286783042394015,0.23799582463465552,0.927218933007617,0.15532687258110592,0.39876714432859284,0.28643216080402006,0.22470870938827295,0.060817717206132875,0.0,0.6632343007131212,0.6699497802391621,0.6699497803873516,0.0,0.30069537424955733,0.9693877551020408,0.34065934065934067,0.013282997762863534,0.3626634958382878,0.36738640025781505,0.35072815533980584,0.3841363102232667,0.34957020057306587,0.2912621359223301,0.3387434554973822,0.29024527769946434,0.45454545454545453,0.1875,0.0,0.0,0.7692307692307693,0.2857142857142857,0.0,0.0,0.0,1.0,0.8571428571428571,0.03951426368542791,0.03953488372093023,0.6867816091954023,0.8477011494252874,0.75,0.7295918367346939,0.12697547683923704,0.5284416021541568
Pm,0.648936170212766,0.6846770349845607,0.9658703071672355,0.3597814885103652,0.5939047540983609,0.5059021922428331,0.0868421052631579,0.5015015015015015,0.7653846153846153,0.7456896551724138,0.6192660550458715,0.8393454731744289,0.7115384615384616,0.3190075321222862,0.5286783042394015,0.23590814196242169,0.9693619900078124,0.1720582558084789,0.4088509008113627,0.27339325523377433,0.22702697118648688,0.13329410306189443,0.0,0.6644637856832779,0.6636845693929987,0.6636845694813788,0.0,0.29233792597071656,0.9693877551020408,0.34065934065934067,0.08491872050254416,0.34745258567793175,0.36169298528305943,0.3618687112815757,0.37629741782237264,0.43436552505600834,0.2815533980582524,0.37722513089005233,0.2851705666760643,0.4090909090909091,0.21875,0.0,0.0,0.6923076923076923,0.35714285714285715,0.0,0.0,0.0,1.0,0.8571428571428571,0.03565921356977641,0.03488372093023256,0.6839080459770115,0.8426250410395851,0.7472527472527473,0.7238775510204082,0.21434763979861066,0.5065634466509593
Sm,0.6595744680851063,0.6779026217228464,0.9556313993174061,0.28428571428571425,0.6162295081967214,0.3480607082630691,0.1,0.46996996996997,0.7615384615384615,0.7413793103448276,0.6146788990825688,0.8262789257525138,0.7115384615384616,0.3331856446610545,0.4837905236907731,0.24425887265135698,0.9548181635284141,0.2538298101691947,0.41893601257702523,0.29396984924623115,0.22953638790490424,0.07342419080068142,0.0,0.6666302389786747,0.6596562603443793,0.6596562602943102,0.0,0.28704703494147626,0.9693877551020408,0.34065934065934067,0.013702460850111857,0.39027612630466374,0.35599957030830376,0.20024271844660194,0.24289071680376026,0.8595988538681948,0.27184466019417475,0.35340314136125656,0.2816464617987031,0.36363636363636365,0.25,0.0,0.0,0.6153846153846154,0.42857142857142855,0.0,0.0,0.0,1.0,0.8571428571428571,0.03469545104086353,0.030232558139534883,0.6781609195402298,0.8333333333333334,0.7445054945054945,0.7183673469387755,0.11607629427792915,0.4846852911477617
Eu,0.6702127659574468,0.7453183520599251,0.9556313993174061,0.4128571428571428,0.6228032786885246,0.31534569983136596,0.021842105263157895,0.44144144144144143,0.7615384615384615,0.7241379310344828,0.6146788990825688,0.8041863365825369,0.7115384615384616,0.2322995126273814,0.46633416458852867,0.24843423799582462,0.8820933631739747,0.2472448088634761,0.4290260937132944,0.3174937414622461,0.23062149711150687,0.07844974446337309,0.0,0.8666065784275024,0.6803720475303909,0.6803720476125964,0.0,0.3149483868181229,0.9693877551020408,0.34065934065934067,0.012723713646532438,0.3654379706698375,0.5213234504243205,0.21359223300970873,0.2084606345475911,0.44030563514804205,0.17475728155339806,0.28664921465968585,0.4083732731886101,0.3181818181818182,0.28125,0.0,0.0,0.5384615384615384,0.5,0.0,0.0,0.0,1.0,0.8571428571428571,0.03392444101773324,0.03255813953488372,0.6752873563218391,0.8247126436781609,0.8076923076923077,0.7128571428571429,0.15613900026201483,0.4661730057219791
Gd,0.6808510638297872,0.6704119850187266,0.9453924914675768,0.28428571428571425,0.6444672131147541,0.596795952782462,0.1,0.35135135135135137,0.7538461538461538,0.728448275862069,0.6192660550458715,0.8301886792452831,0.6923076923076923,0.35002215330084185,0.39650872817955113,0.25260960334029225,0.976970517925028,0.22598864013956482,0.4391116572399212,0.3015075376884422,0.25012011239746623,0.0823679727427598,0.0,0.6707186984664634,0.6517538208742147,0.6517538208942424,0.0,0.27685397140759294,0.9693877551020408,0.34065934065934067,0.01642897091722595,0.4892323952966046,0.35428080352347185,0.4830097087378641,0.4670975323149236,0.34765998089780326,0.2621359223300971,0.41518324607329843,0.28051874823794753,0.7272727272727273,0.3125,1.0,0.1,0.5384615384615384,0.5,0.0,0.0,0.0,1.0,0.8571428571428571,0.044333076329992296,0.02558139534883721,0.6724137931034483,0.8132183908045977,0.7445054945054945,0.6873469387755102,0.14604904632152588,0.39548973409626387
Tb,0.6914893617021277,0.6741573033707865,0.9419795221843004,0.2742857142857143,0.6513334016393443,0.5558178752107926,0.1018421052631579,0.3888888888888889,0.7461538461538462,0.7241379310344828,0.6192660550458715,0.8084620505778153,0.6730769230769231,0.3645990252547629,0.428927680798005,0.23590814196242169,0.8950047667100263,0.2437719269838701,0.4491927031569056,0.3267855398649281,0.23848813214677916,0.08645655877342419,0.0,0.6724664406334331,0.6496229281909371,0.6496229281826241,0.0,0.27414733874659875,0.9693877551020408,0.34065934065934067,0.012723713646532438,0.38195270181001456,0.34321624234611664,0.4720873786407767,0.45675675675675675,0.3438395415472779,0.2524271844660194,0.42643979057591624,0.2720608965322808,0.22727272727272727,0.34375,0.0,0.0,0.38461538461538464,0.6428571428571429,0.0,0.0,0.0,1.0,0.8571428571428571,0.035273708558211256,0.02558139534883721,0.6695402298850575,0.8017241379310345,0.7417582417582418,0.7042857142857143,0.1427792915531335,0.429148434870414
Dy,0.7021276595744681,0.6741573033707865,0.9385665529010239,0.2714285714285714,0.6659836065573771,0.47807757166947723,0.10789473684210527,0.36486486486486486,0.7384615384615385,0.7198275862068966,0.6100917431192661,0.7938069683935316,0.6730769230769231,0.3788214443952149,0.4114713216957606,0.2546972860125261,0.8601311086541792,0.2910317715738141,0.4592827842931748,0.3065326633165829,0.24154254374407497,0.09667802385008517,0.0,0.6743847456801726,0.6462163119247516,0.6462163119345911,0.0,0.26985703796484256,0.9693877551020408,0.34065934065934067,0.012094519015659954,0.3720438631259083,0.3394564400042969,0.35315533980582525,0.34124559341950644,0.34288443170964655,0.23300970873786409,0.4410994764397906,0.2679729348745419,0.18181818181818182,0.375,0.0,0.0,0.3076923076923077,0.7142857142857143,0.0,0.0,0.0,1.0,0.8571428571428571,0.033346183500385505,0.02558139534883721,0.6637931034482759,0.8247126436781609,0.7967032967032966,0.6995918367346939,0.14768392370572206,0.4123190844833389
Ho,0.7127659574468085,0.6704119850187266,0.931740614334471,0.2671428571428571,0.6759439754098361,0.5005059021922428,0.10526315789473684,0.34234234234234234,0.7384615384615385,0.7155172413793104,0.6100917431192661,0.8276555651664195,0.6730769230769231,0.3896765618077093,0.39650872817955113,0.2567849686847599,0.9543691197097148,0.287298992184929,0.46936834781980163,0.30904522613065327,0.24490198978850414,0.10017035775127768,0.0,0.6760585636118966,0.6427036950126914,0.6427036949517232,0.0,0.2654803552887315,0.9693877551020408,0.34065934065934067,0.01153523489932886,0.35869996036464524,0.33419271672574924,0.36529126213592233,0.3532314923619272,0.34192932187201525,0.22330097087378642,0.4573298429319372,0.2641669016069918,0.13636363636363635,0.40625,0.0,0.0,0.23076923076923078,0.7857142857142857,0.0,0.0,0.0,1.0,0.8571428571428571,0.03161141094834233,0.037209302325581395,0.6609195402298851,0.8074712643678161,0.7335164835164835,0.6957142857142856,0.15040871934604905,0.3971726691349714
Er,0.723404255319149,0.6666666666666666,0.9283276450511946,0.26285714285714284,0.6854877049180327,0.5288364249578414,0.11578947368421053,0.3228228228228228,0.7269230769230769,0.7112068965517241,0.6100917431192661,0.7902485264900008,0.6730769230769231,0.4014178112538768,0.38154613466334164,0.2588726513569937,0.9409884503826064,0.2702330624244421,0.4794561701512496,0.31155778894472363,0.2484078523675574,0.1695059625212947,0.0,0.6770143536007888,0.641668031596284,0.6416680314886396,0.0,0.2641990238845938,0.9693877551020408,0.34065934065934067,0.01174496644295302,0.37151539172942266,0.3294661080674616,0.38470873786407767,0.37179788484136306,0.34001910219675263,0.21359223300970873,0.47172774869109946,0.26021990414434737,0.09090909090909091,0.4375,0.0,0.0,0.15384615384615385,0.8571428571428571,0.0,0.0,0.0,1.0,0.8571428571428571,0.032382420971472634,0.03488372093023256,0.6580459770114943,0.8132183908045977,0.7335164835164835,0.6920408163265307,0.1542234332425068,0.3820262537866038
Tm,0.7340425531914894,0.6629213483146067,0.9249146757679181,0.2585714285714286,0.6923533606557375,0.37436762225969644,0.11842105263157894,0.3033033033033033,0.7307692307692307,0.7068965517241379,0.6009174311926605,0.7240818253329436,0.6730769230769231,0.4129818342933097,0.36658354114713215,0.2609603340292276,0.8891710428532057,0.3539652877477512,0.48953811959016247,0.314070351758794,0.25152367756687605,0.14344122657580918,0.0,0.6832384232955034,0.6359883188136715,0.6359883188329484,0.0,0.25724528138902086,0.9693877551020408,0.34065934065934067,0.011185682326621925,0.3571145461751883,0.32377269309270595,0.2815533980582524,0.272855464159812,0.33810888252148996,0.20388349514563106,0.47591623036649217,0.2692416126303919,0.045454545454545456,0.46875,0.0,0.0,0.07692307692307693,0.9285714285714286,0.0,0.0,0.0,1.0,0.8571428571428571,0.03084040092521203,0.03953488372093023,0.6522988505747126,0.8017241379310345,0.7335164835164835,0.6885714285714285,0.24495569095522876,0.3668798384382363
Yb,0.7446808510638298,0.7265917602996255,0.9453924914675768,0.3542857142857143,0.7092008196721311,0.2472175379426644,0.08157894736842106,0.28678678678678676,0.7192307692307692,0.7327586206896551,0.591743119266055,0.7673522803191749,0.6730769230769231,0.3086132033673017,0.3508728179551122,0.2630480167014614,0.8441741581046402,0.3305666483368932,0.499625038399682,0.36156264290950857,0.2543645650511785,0.06524701873935264,0.0,0.8912574969002931,0.6654936493625463,0.6654936493613639,0.0,0.29473502353906617,0.9693877551020408,0.34065934065934067,0.01083612975391499,0.3532831285506672,0.44226017832205394,0.1929611650485437,0.18284371327849588,0.5243553008595988,0.1650485436893204,0.28717277486910997,0.3501550606146039,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0279491133384734,0.09069767441860466,0.6494252873563219,0.8045977011494253,0.7664835164835165,0.6846938775510204,0.08664850136239782,0.3517334230898687
Lu,0.7553191489361702,0.6554307116104869,0.9215017064846417,0.2542857142857143,0.7170770491803279,0.6185497470489039,0.12631578947368421,0.3033033033033033,0.7192307692307692,0.6982758620689655,0.6009174311926605,0.8238993710691824,0.6730769230769231,0.435994683207798,0.3690773067331671,0.2651356993736952,0.8596163683138714,0.22801130342635112,0.5096993079022027,0.25125628140703515,0.22067656070976555,0.1588586030664395,0.0,0.6798320954294524,0.6294067969396405,0.6294067970509868,0.0010646418745808189,0.24934133805554354,0.9693877551020408,0.34065934065934067,0.010766219239373601,0.3548685427401242,0.31711247180148244,0.5024271844660194,0.5024676850763807,0.33524355300859593,0.1941747572815534,0.506806282722513,0.250634338877925,0.4090909090909091,0.53125,1.0,0.1,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.029876638396299154,0.037209302325581395,0.6436781609195402,0.7873563218390804,0.728021978021978,0.7428571428571429,0.22451556972420195,0.3685627734769438
Hf,0.7659574468085106,0.6254681647940075,0.9010238907849829,0.19428571428571428,0.731516393442623,0.9224283305227656,0.2894736842105263,0.15615615615615616,0.6730769230769231,0.6551724137931034,0.5871559633027523,0.7672955974842768,0.5961538461538461,0.589720868409393,0.2718204488778055,0.27139874739039666,0.8456325890688454,0.2412575061815613,0.5194957444117169,0.32663316582914576,0.2775841938795692,0.23168654173764905,0.0,0.3031991565623499,0.5766671770126427,0.5766671770394263,0.0,0.1917678054679739,0.3469387755102041,0.2857142857142857,0.010067114093959733,0.33993922578940416,0.24084219572456764,0.6978155339805825,0.726674500587544,0.30563514804202485,0.4854368932038835,0.6552356020942408,0.18945587820693544,0.36363636363636365,0.5625,0.8888888888888888,0.2,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.028141865844255976,0.053488372093023255,0.6408045977011494,0.7557471264367817,0.695054945054945,0.6410204081632653,0.16403269754768393,0.27263547627061596
Ta,0.776595744680851,0.5580524344569289,0.8805460750853242,0.15571428571428572,0.7415896721311476,0.9608768971332209,0.5263157894736842,0.13318318318318317,0.6538461538461539,0.6293103448275862,0.5779816513761468,0.7484276729559748,0.5576923076923077,0.7378821444395215,0.2194513715710723,0.31315240083507306,0.8588442578034099,0.28011303426351114,0.5298726937602776,0.3768844221105528,0.3070505214726559,0.3114991482112436,0.0,0.17164492172921914,0.5389233147806725,0.5389233148650845,0.0,0.1565239925711571,0.23469387755102042,0.5274725274725275,0.009787472035794184,0.33505086537191175,0.18960146095176708,0.9199029126213593,0.918918918918919,0.3161413562559694,0.5048543689320388,0.8557591623036649,0.1529461516774739,0.3181818181818182,0.59375,0.7777777777777778,0.3,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.026985350809560528,0.1325581395348837,0.6379310344827587,0.7270114942528736,0.6675824175824175,0.6469387755102041,0.18528610354223432,0.22046449007068325
W,0.7872340425531915,0.5280898876404494,0.863481228668942,0.13614285714285712,0.7534426229508197,1.0,0.8157894736842105,0.11366366366366366,0.6230769230769231,0.5905172413793104,0.5504587155963303,0.7232704402515723,0.5192307692307693,0.8551174124944617,0.18703241895261846,0.4926931106471816,0.8800455545201171,0.3062522077004592,0.5399681960281176,0.4271356783919598,0.3198400057720652,0.4455706984667802,0.0,0.09485229825639485,0.5175662161551359,0.5175662161017781,0.0,0.13864294043968384,0.7142857142857143,0.4725274725274725,0.009228187919463088,0.3206500198176774,0.17026533462240842,1.0,1.0,0.3018147086914995,0.5339805825242718,0.9633507853403142,0.13349309275444038,0.2727272727272727,0.625,0.6666666666666666,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0256360832690825,0.3953488372093023,0.6264367816091954,0.7385057471264368,0.6565934065934066,0.6318367346938776,0.2819618528610354,0.18680578929653313
Re,0.7978723404255319,0.5131086142322098,0.8498293515358362,0.12642857142857142,0.7631434426229508,0.9949409780775716,0.9736842105263158,0.09954954954954955,0.5807692307692308,0.5646551724137931,0.5458715596330275,0.6918238993710691,0.5192307692307693,0.9313247673903411,0.16209476309226933,0.3966597077244259,0.851466312925666,0.3341575415047687,0.5500560183595656,0.4773869346733668,0.31859912564112647,0.29028960817717203,0.0,0.13242148545445034,0.5021145992540464,0.5021145992786488,0.0,0.12659266617716927,0.336734693877551,0.3626373626373626,0.009577740492170021,0.33663627956136877,0.15801912128048126,0.8543689320388349,0.9095182138660399,0.2636103151862464,0.5631067961165048,0.9039267015706807,0.12489427685367917,0.22727272727272727,0.65625,0.5555555555555556,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.02659984579799538,0.11162790697674418,0.6206896551724138,0.7155172413793104,0.6510989010989011,0.6028571428571428,0.2561307901907357,0.16324469875462805
Os,0.8085106382978723,0.5056179775280899,0.8327645051194539,0.12042857142857143,0.7796311475409836,0.893760539629005,0.7495996502226271,0.08768768768768768,0.5538461538461539,0.5560344827586207,0.5321100917431193,0.6855345911949685,0.5,1.0,0.14214463840399003,0.45929018789144055,0.8922165898666929,0.3454609678558813,0.5601485841811381,0.5527638190954774,0.3431934430445985,0.49275979557069843,0.0,0.2153804451740181,0.495577110246505,0.49557711033303015,0.0,0.12171208914611498,0.5612244897959183,1.0,0.009088366890380313,0.3263310873298983,0.14824363519174993,0.8956310679611651,0.9247943595769683,0.2617000955109838,0.6116504854368932,0.8709424083769634,0.11869185226952354,0.18181818181818182,0.6875,0.4444444444444444,0.6,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.02525057825751735,0.20465116279069767,0.6206896551724138,0.7126436781609196,0.6456043956043956,0.636734693877551,0.26920980926430516,0.143049478290138
Ir,0.8191489361702128,0.5093632958801498,0.7952218430034129,0.12199999999999998,0.7877745901639345,0.742495784148398,0.8421052631578947,0.07837837837837838,0.5423076923076923,0.5258620689655172,0.5275229357798165,0.6729559748427673,0.5192307692307693,0.9933540097474525,0.12718204488778054,0.45929018789144055,0.9121113040195858,0.35181914517838225,0.5670955384087172,0.5527638190954774,0.36469999841788797,0.3502555366269165,0.0,0.3798799131800116,0.4969800253218028,0.4969800253930364,0.0,0.1227486718783743,0.5612244897959183,1.0,0.0091582774049217,0.33161580129475493,0.14910301858416586,0.7330097087378641,0.7861339600470035,0.3667621776504298,0.6407766990291263,0.7023560209424083,0.120101494220468,0.13636363636363635,0.71875,0.3333333333333333,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.0256360832690825,0.3488372093023256,0.6120689655172413,0.6925287356321839,0.6483516483516484,0.5795918367346938,0.26294277929155313,0.12790306294177045
Pt,0.8297872340425532,0.5205992509363296,0.7849829351535836,0.13,0.7995245901639344,0.6913996627318718,0.6052631578947368,0.07057057057057058,0.5230769230769231,0.5301724137931034,0.5137614678899083,0.6918238993710691,0.5192307692307693,0.950376606114311,0.10972568578553615,0.47599164926931103,0.9363126790197199,0.35888378664782766,0.5803095466126964,0.5527638190954774,0.3643656806638298,0.18888415672913117,0.0,0.5754326700152388,0.5062490472113148,0.506249047247083,0.0,0.1297456053211247,0.5612244897959183,1.0,0.009298098434004474,0.34165675782798255,0.16220861531850897,0.5703883495145631,0.664747356051704,0.3744030563514804,0.6601941747572816,0.5353403141361257,0.12813645334085141,0.09090909090909091,0.75,0.1111111111111111,0.9,0.0,1.0,0.0,0.0,1.0,0.5,0.8571428571428571,0.0256360832690825,0.16744186046511628,0.6120689655172413,0.6580459770114943,0.6565934065934066,0.5620408163265306,0.14604904632152588,0.10939077751598789
Au,0.8404255319148937,0.5468164794007491,0.7713310580204779,0.1457142857142857,0.8072400368852459,0.5193929173693086,0.5789473684210527,0.06411411411411412,0.5230769230769231,0.5344827586206896,0.555045871559633,0.7735849056603774,0.5192307692307693,0.8551174124944617,0.09002493765586035,0.5302713987473904,0.9440608079922017,0.4002119392440834,0.5903838161152171,0.6030150753768844,0.37521392574168205,0.10689948892674617,0.0,0.7709032739406745,0.5244608385595917,0.5244608385316032,0.0,0.14425776357275513,0.11224489795918367,0.10989010989010989,0.009018456375838927,0.3358171488968161,0.18218927919217962,0.41262135922330095,0.4326674500587544,0.38968481375358166,0.6796116504854369,0.35015183246073295,0.14392444319142939,0.045454545454545456,0.78125,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.8571428571428571,0.0248650732459522,0.7441860465116279,0.6149425287356322,0.6666666666666666,0.6675824175824175,0.6720408163265307,0.09482288828337875,0.09761023224503533
Hg,0.851063829787234,0.5880149812734082,0.7815699658703071,0.21142857142857144,0.8220983606557377,0.1061939291736931,0.06578947368421052,0.04024024024024024,0.5076923076923077,0.5732758620689655,0.6513761467889908,0.721850378686087,0.5769230769230769,0.6001772264067345,0.08456359102244389,0.4175365344467641,0.9405025256777706,0.3687742847050512,0.38173801478161873,0.4773869346733668,0.42450627226065135,0.01954855195911414,0.0,0.9761355587169467,0.6018526536212306,0.6018526536728361,0.0,0.21800705057659914,0.5612244897959183,0.34065934065934067,0.009787472035794184,0.36970537719645924,0.2558814050918466,0.07099514563106796,0.07212690951821386,0.28557784145176696,0.7184466019417476,0.061329842931937176,0.19861855088807442,0.0,0.8125,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.02659984579799538,0.01930232558139535,0.6408045977011494,0.7040229885057471,0.695054945054945,0.5520408163265306,0.07667574931880108,0.08448333894311678
Tl,0.8617021276595744,0.6404494382022472,0.825938566552901,0.2457142857142857,0.8376229508196721,0.2917369308600337,0.11315789473684211,0.07642642642642643,0.5576923076923077,0.6206896551724138,0.6513761467889908,0.9433962264150944,0.7307692307692307,0.5250332299512627,0.12892768079800498,0.33820459290187893,0.8612034843631535,0.44649911808766124,0.39178291982146407,0.45226130653266333,0.2484279439698086,0.03528109028960818,0.0,0.8358804963096451,0.6148636335601029,0.6148636335543343,0.0,0.23245367770915215,0.6632653061224489,0.7142857142857143,0.009018456375838927,0.34773417888756775,0.30647760232033516,0.19708737864077672,0.21410105757931844,0.33046800382043934,0.7572815533980582,0.15094240837696335,0.24274034395263602,0.22727272727272727,0.84375,0.0,1.0,0.0,1.0,1.0,0.16666666666666666,0.0,1.0,0.8571428571428571,0.024672320740169625,0.10697674418604651,0.5632183908045977,0.7097701149425287,0.7115384615384616,0.8871428571428571,0.04457765667574932,0.12790306294177045
Pb,0.8723404255319149,0.6554307116104869,0.8498293515358362,0.26142857142857145,0.8491803278688524,0.339460370994941,0.12105263157894737,0.08018018018018018,0.5615384615384615,0.6206896551724138,0.6192660550458715,0.8616352201257862,0.5517933403714315,0.5028799291094372,0.11745635910224439,0.48643006263048016,0.8603345666368903,0.3874955845990816,0.4018662245432697,0.45226130653266333,0.3016436842190673,0.04066439522998296,0.0,0.7418243892160689,0.6238706046621781,0.6238706047036598,0.0,0.24281950503174535,0.2755102040816326,0.1978021978021978,0.009088366890380313,0.3263310873298983,0.32570630572564185,0.21577669902912622,0.22937720329024675,0.47277936962750716,0.7961165048543689,0.15723821989528794,0.25740062024245847,0.18181818181818182,0.875,0.0,1.0,0.0,1.0,0.8,0.3333333333333333,0.0,1.0,0.8571428571428571,0.030647648419429456,0.08139534883720931,0.5804597701149425,0.7471264367816092,0.7527472527472527,0.876938775510204,0.06866485013623978,0.11746886570178391
Bi,0.8829787234042553,0.6367041198501873,0.8532423208191127,0.30428571428571427,0.8564770491803279,0.3175379426644182,0.08157894736842106,0.07702702702702703,0.5692307692307692,0.6508620689655172,0.6467889908256881,0.8490566037735849,0.6153846153846154,0.43185644661054495,0.12468827930174564,0.42171189979123175,0.8854547033862407,0.42034616743200287,0.4119540468747177,0.4773869346733668,0.29631046194538685,0.09459965928449744,0.0,0.7179236418528732,0.6577982508239001,0.657798250803852,0.0,0.2846283418995379,0.5408163265306123,0.6593406593406593,0.008529082774049217,0.3371647509578544,0.38006230529595014,0.2087378640776699,0.2462984723854289,0.4536771728748806,0.8446601941747572,0.1425392670157068,0.3003946997462644,0.13636363636363635,0.90625,0.0,1.0,0.0,1.0,0.6,0.5,0.0,1.0,0.8571428571428571,0.023901310717039322,0.018604651162790697,0.5948275862068966,0.7298850574712644,0.7307692307692307,0.8918367346938776,0.09754768392370572,0.12453719286435544
Po,0.8936170212765957,0.6591760299625468,0.8532423208191127,0.3242857142857143,0.8565573770491803,0.20826306913996628,0.19945685957297082,0.06366366366366366,0.5384615384615384,0.625,0.6192660550458715,0.8113207547169812,0.7307692307692307,0.41293752769162606,0.11471321695760599,0.4175365344467641,0.9265326125538733,0.4592016955139527,0.42203961040134447,0.5025125628140703,0.3422079784240595,0.08517887563884156,0.0,0.7133708749501525,0.6942162028544768,0.6942162028064819,0.0,0.3345678745734894,0.4360086492372321,0.4254044805971949,0.1055682202256563,0.35759067185859417,0.4015468901063487,0.12487864077669904,0.2523762804374739,0.31996179560649474,0.883495145631068,0.13795811518324608,0.3237947561319425,0.09090909090909091,0.9375,0.0,1.0,0.0,1.0,0.4,0.6666666666666666,0.0,1.0,0.8571428571428571,0.0240940632228219,0.046511627906976744,0.5660919540229885,0.6157242639707816,0.7115384615384616,0.9610204081632653,0.16931073614339098,0.11443958263211039
At,0.9042553191489362,0.553052183827447,0.8430034129692833,0.2990273763922914,0.860655737704918,0.10286677908937605,0.1668437004775406,0.052702702702702706,0.5769230769230769,0.6336206896551724,0.6330275229357798,0.8679245283018868,0.4937337195387237,0.2681566617034761,0.10723192019950124,0.46346555323590816,0.9651381380769515,0.49805722359590254,0.43213195034243485,0.5527638190954774,0.4533427976031267,0.09415084595198249,0.0,0.7133708749501525,0.6942162028544768,0.6942162028064819,0.0,0.3345678745734894,0.4745035258570084,0.42760709952694725,0.13568569547693984,0.3712465456870195,0.42421312708131914,0.07703457243164506,0.20568096036461062,0.47239152543992,0.9320388349514563,0.1505235602094241,0.27171328422795415,0.045454545454545456,0.96875,0.0,1.0,0.0,1.0,0.2,0.8333333333333334,0.0,1.0,0.8571428571428571,0.18662783220898616,0.004651162790697674,0.5804597701149425,0.5834838010744167,0.6895604395604396,0.9693877551020408,0.2099334255591647,0.10097610232245036
Rn,0.9148936170212766,0.562455230836108,0.8293515358361775,0.32707885503318324,0.9098360655737705,0.035649241146711634,0.14868338942691345,0.06126126126126126,0.5769230769230769,0.6120689655172413,0.6651376146788991,0.8364779874213837,0.5198237830894068,0.19494904740806382,0.0827431421446384,0.5073068893528184,0.9277907794785154,0.5439773931472978,0.44221073745459805,0.513541276641813,0.4371550340017831,0.06583309700089819,0.0,0.7133708749501525,0.6942162028544768,0.6942162028064819,0.0,0.3345678745734894,0.40331247131636583,0.39023449214150246,0.00657158836689038,0.27462016118377597,0.44806101622086153,0.02196601941747573,0.14075755683081256,0.47376579296682503,0.05825242718446602,0.05287958115183246,0.7118691852269524,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.8571428571428571,0.018118735543562067,8.395348837209302e-06,0.632183908045977,0.6896551724137931,0.6675824175824175,0.9724489795918367,0.14771731418471226,0.0891955570514978
Fr,0.925531914893617,0.6542090296264182,0.8805460750853242,0.4207511847439957,0.9139344262295082,0.16020236087689713,0.1908624758241463,0.29337383977647846,1.0,0.9612068965517241,1.0,0.8388449859850934,0.6361485575890229,0.24252537626252518,0.7768079800498753,0.14822546972860123,0.8658790424542819,0.33638999299120564,0.19721624893836173,0.1758793969849246,0.16564350656700533,0.06216263360413275,0.0,0.7133708749501525,0.6942162028544768,0.6942162028064819,0.0,0.3345678745734894,0.5118761137599838,0.3468101111901106,0.10090389232953127,0.4122300326667709,0.8560532817703297,0.06696371460231444,0.16797236327616133,0.5080572244703556,0.06796116504854369,0.07853403141361257,0.43159627286409474,0.045454545454545456,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.16663279240614637,0.16264530392708174,1.0,0.7125288625729835,1.0,1.0,0.1560959597043128,0.8179064288118478
