,atomic_number,atomic_radius,atomic_radius_rahm,atomic_volume,atomic_weight,boiling_point,bulk_modulus,c6_gb,covalent_radius_cordero,covalent_radius_pyykko,covalent_radius_pyykko_double,covalent_radius_pyykko_triple,covalent_radius_slater,density,dipole_polarizability,electron_negativity,electron_affinity,en_allen,en_ghosh,en_pauling,first_ion_en,fusion_enthalpy,gs_bandgap,gs_energy,gs_est_bcc_latcnt,gs_est_fcc_latcnt,gs_mag_moment,gs_volume_per,hhi_p,hhi_r,heat_capacity_mass,heat_capacity_molar,icsd_volume,evaporation_heat,heat_of_formation,lattice_constant,mendeleev_number,melting_point,molar_volume,num_unfilled,num_valance,num_d_unfilled,num_d_valence,num_f_unfilled,num_f_valence,num_p_unfilled,num_p_valence,num_s_unfilled,num_s_valence,period,specific_heat,thermal_conductivity,vdw_radius,vdw_radius_alvarez,vdw_radius_mm3,vdw_radius_uff,sound_velocity,Polarizability
Ga,0.32978723404255317,0.5280898876404494,0.7952218430034129,0.1685714285714286,0.28575,0.45126475548060707,0.21688725720145816,0.06846846846846846,0.46923076923076923,0.5344827586206896,0.536697247706422,0.7610062893081762,0.5,0.2618520159503766,0.12443890274314214,0.37787056367432154,0.8634769208661792,0.3670081243376899,0.3893666763042339,0.4547738693467337,0.2439991284962489,0.04757240204429301,0.0,0.7845945453777037,0.5461378547705875,0.5461378548303999,0.0,0.16289465727983415,0.5612244897959183,0.2087912087912088,0.02607662192393736,0.34390276126304664,0.21054893114190568,0.3280339805825243,0.31957696827262044,0.4307545367717287,0.7864077669902912,0.07930104712041885,0.1663377502114463,0.22727272727272727,0.40625,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,1.0,0.5714285714285714,0.07170393215111799,0.06744186046511629,0.5373563218390804,0.6666666666666666,0.6758241758241759,0.8944897959183674,0.14931880108991827,0.13665432514304945
Ge,0.3404255319148936,0.5131086142322098,0.7986348122866894,0.19428571428571428,0.2976639344262295,0.5232715008431703,0.25404720711475737,0.054804804804804805,0.46153846153846156,0.521551724137931,0.5091743119266054,0.7169811320754716,0.4807692307692308,0.23584404076207358,0.09832917705735661,0.4196242171189979,0.8979092748702693,0.41681384669728017,0.4282449990061259,0.5050251256281406,0.3212797683625349,0.3146507666098807,0.021162559398828603,0.6733802783412702,0.5835548108771399,0.5835548109282601,0.0,0.19872154796354682,0.5408163265306123,0.2087912087912088,0.02237136465324385,0.30680406922975295,0.23880116016757977,0.39805825242718446,0.4371327849588719,0.5405921680993314,0.8155339805825242,0.3169109947643979,0.19213419791372993,0.18181818181818182,0.4375,0.0,1.0,0.0,0.0,0.8,0.3333333333333333,0.0,1.0,0.5714285714285714,0.06206630686198921,0.13953488372093023,0.6063218390804598,0.6580459770114943,0.6703296703296703,0.8734693877551021,0.29427792915531337,0.09828340626051833
As,0.35106382978723405,0.5205992509363296,0.78839590443686,0.18714285714285714,0.30705571721311475,0.14772344013490726,0.05789473684210526,0.03903903903903904,0.4576923076923077,0.521551724137931,0.5229357798165137,0.6666666666666666,0.4423076923076923,0.25387682764731945,0.0743142144638404,0.4551148225469729,0.8795196614724361,0.46202755210173085,0.46716782016299535,0.5477386934673367,0.3981146918946694,0.2081771720613288,0.0,0.6709636381956783,0.5764506290090085,0.5764506290822351,0.0,0.19155185073208655,0.336734693877551,0.43956043956043955,0.02300055928411633,0.3255383802351698,0.23117413255988828,0.03932038834951456,0.3554641598119859,0.39446036294173825,0.8640776699029126,0.28534031413612565,0.18254863264730758,0.13636363636363635,0.46875,0.0,1.0,0.0,0.0,0.6,0.5,0.0,1.0,0.5714285714285714,0.06322282189668467,0.11627906976744186,0.5316091954022989,0.5402298850574713,0.6483516483516484,0.863265306122449,0.19829309350029953,0.07253450016829349
Se,0.3617021276595745,0.5243445692883895,0.764505119453925,0.2357142857142857,0.32365163934426233,0.16156829679595278,0.021842105263157895,0.034984984984984986,0.46153846153846156,0.5,0.4908256880733945,0.6729559748427673,0.4423076923076923,0.21222862206468765,0.06543640897755611,0.5323590814196242,0.931708755625951,0.506534793359237,0.5060463687453695,0.6407035175879396,0.39664198558390934,0.05698466780238501,0.044148524698861755,0.7527973676019178,0.6072290968615032,0.6072290968427266,0.0,0.2239018701680128,0.22448979591836735,0.6593406593406593,0.022441275167785234,0.3350905007266482,0.3202277365989902,0.07245145631067962,0.26698002350176264,0.4164278892072588,0.9029126213592233,0.12827225130890052,0.23146320834508038,0.09090909090909091,0.5,0.0,1.0,0.0,0.0,0.4,0.6666666666666666,0.0,1.0,0.5714285714285714,0.1710133592414809,0.0012093023255813954,0.5459770114942529,0.5229885057471264,0.6291208791208791,0.8581632653061224,0.18256130790190736,0.06344665095927297
Br,0.3723404255319149,0.5900947870340073,0.7474402730375427,0.3357142857142857,0.32747540983606555,0.05596964586846542,0.005,0.028078078078078078,0.46153846153846156,0.49137931034482757,0.5,0.6918238993710691,0.4423076923076923,0.1382365972529907,0.0543640897755611,0.6179540709812108,0.9893132698987355,0.5609325326739668,0.544954281790419,0.7437185929648241,0.4804821268726116,0.045017035775127764,0.08050613327439497,0.8837043625347565,0.6338454848843268,0.6338454848379057,0.0,0.25465382455837254,0.336734693877551,0.7582417582417582,0.03313758389261745,1.0,0.6997529272746804,0.03587378640776699,0.13143360752056404,0.6370582617000955,0.9514563106796117,0.06960732984293193,0.2788271778968142,0.045454545454545456,0.53125,0.0,1.0,0.0,0.0,0.2,0.8333333333333334,0.0,1.0,0.5714285714285714,0.22087648176538857,0.00027906976744186045,0.5316091954022989,0.5344827586206896,0.6098901098901099,0.8548979591836734,0.13447479878741073,0.051329518680578924
Kr,0.3829787234042553,0.5728011649600538,0.7235494880546075,0.46,0.34343442622950815,0.020379426644182123,0.1894363627195809,0.02042042042042042,0.4461538461538462,0.5043103448275862,0.555045871559633,0.6792452830188679,0.4995054402051668,0.0954807266282676,0.04258104738154613,0.6263048016701461,0.9567046940911798,0.6195690568703638,0.583858806628237,0.5748908595563441,0.5693817728577665,0.009914821124361158,0.4163443474417063,0.9995492282945927,0.6778747887865333,0.6778747887148567,0.0,0.3114931110439252,0.33885343797533035,0.4790780038905304,0.01733780760626398,0.27462016118377597,0.48136212267697925,0.010983009708737865,0.1463673141268536,0.5463228271251194,0.038834951456310676,0.030523560209424084,0.39455878206935435,0.0,0.5625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5714285714285714,0.04760986892829607,2.1930232558139533e-05,0.5804597701149425,0.5948275862068966,0.5906593406593407,0.8451020408163266,0.06103542234332425,0.041810838101649275
Rb,0.39361702127659576,0.9288389513108615,0.8191126279863481,0.7985714285714286,0.350277868852459,0.16205733558178753,0.006578947368421052,0.6996996996996997,0.8461538461538461,0.9051724137931034,0.926605504587156,0.887711675230676,0.9038461538461539,0.06787771377935312,0.7950124688279302,0.17118997912317327,0.8658756108520131,0.1475450370893677,0.2364652415114115,0.20603015075376882,0.1698890573447272,0.0186541737649063,0.0,0.9266767288575035,0.9219610583196399,0.9219610582682671,0.0,0.7836781410616335,0.6122448979591837,0.6593406593406593,0.025377516778523488,0.41035803937111903,1.0,0.09199029126213591,0.09506462984723855,0.5339063992359121,0.08737864077669903,0.08172774869109947,0.786016351846631,0.045454545454545456,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.06939090208172706,0.13488372093023257,0.8706896551724138,0.9224137931034483,0.8928571428571429,0.8395918367346938,0.07084468664850137,0.7950185122854257
Sr,0.40425531914893614,0.8052434456928839,0.9522184300341296,0.4814285714285715,0.35909836065573775,0.27942664418212476,0.19073808991153923,0.484984984984985,0.75,0.7974137931034483,0.7201834862385321,0.8742138364779874,0.7692307692307693,0.11253876827647319,0.46384039900249374,0.19832985386221294,0.8470910200330505,0.2011656658424585,0.2676868935109055,0.2386934673366834,0.23161672283435406,0.06328790459965927,0.0,0.8767845549156656,0.7766418266225811,0.7766418266553542,0.0,0.468449013086857,0.42857142857142855,0.32967032967032966,0.02139261744966443,0.35394371779627426,0.602427758083575,0.17475728155339806,0.1927144535840188,0.5807067812798472,0.14563106796116504,0.27277486910994764,0.47843247815054973,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.05801850424055513,0.08139534883720931,0.7155172413793104,0.8160919540229885,0.8241758241758241,0.743061224489796,0.24546223714658358,0.46449007068327164
Y,0.4148936170212766,0.6666666666666666,0.9351535836177475,0.28285714285714286,0.3643681967213115,0.60893760539629,0.10789473684210527,0.39039039039039036,0.7307692307692307,0.7025862068965517,0.5963302752293578,0.779874213836478,0.6923076923076923,0.19805050952591935,0.38154613466334164,0.2546972860125261,0.8582008323780252,0.2342281879194631,0.2748933844124397,0.3065326633165829,0.2528654224216668,0.09701873935264055,0.0,0.5451920434975518,0.6538820945446149,0.6538820944702306,0.0,0.2795750010797737,1.0,0.2857142857142857,0.020833333333333332,0.3505086537191175,0.3541733805994199,0.44538834951456313,0.49905992949471206,0.34861509073543456,0.24271844660194175,0.4698952879581152,0.28023681984775867,0.4090909090909091,0.09375,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.05474171164225135,0.03953488372093023,0.6666666666666666,0.7902298850574713,0.7445054945054945,0.6826530612244898,0.17983651226158037,0.3820262537866038
Zr,0.425531914893617,0.599250936329588,0.9146757679180887,0.20142857142857143,0.3738688524590164,0.7841483979763912,0.4539995222525947,0.2042042042042042,0.6730769230769231,0.6637931034482759,0.5825688073394495,0.7610062893081762,0.5961538461538461,0.28825875055383254,0.30174563591022446,0.2776617954070981,0.8633053407527433,0.2758036029671494,0.2820991976725275,0.3341708542713568,0.2698090691784369,0.1788756388415673,0.0,0.40086041515527415,0.58515694909306,0.5851569491058475,0.0,0.20036280395629077,0.3469387755102041,0.2857142857142857,0.019435123042505595,0.33505086537191175,0.250187990117091,0.6881067961165048,0.7168037602820212,0.3085004775549188,0.47572815533980584,0.556282722513089,0.1976318015224133,0.36363636363636365,0.125,0.8888888888888888,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.05416345412490363,0.053488372093023255,0.6408045977011494,0.7241379310344828,0.6978021978021978,0.6375510204081632,0.20708446866485014,0.30124537192864353
Nb,0.43617021276595747,0.5468164794007491,0.856655290102389,0.1542857142857143,0.38076381147540983,0.845699831365936,0.4473684210526316,0.17117117117117117,0.6307692307692307,0.6336206896551724,0.573394495412844,0.7295597484276729,0.5576923076923077,0.3797075764288879,0.26433915211970077,0.33402922755741127,0.8843842150585142,0.2945955492758743,0.2893036556497226,0.4020100502512563,0.27489094306767936,0.2555366269165247,0.0,0.2935586755588452,0.5395174975052563,0.539517497638127,0.0,0.15704228393728675,0.8673469387755102,0.967032967032967,0.018526286353467564,0.32500990883868414,0.1949726071543667,0.8252427184466019,0.8613396004700352,0.3151862464183381,0.5145631067961165,0.7175392670157068,0.15266422328728504,0.3181818181818182,0.15625,0.6666666666666666,0.4,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.05165767154973015,0.12558139534883722,0.6264367816091954,0.735632183908046,0.6675824175824175,0.6459183673469387,0.1896457765667575,0.2642208010770784
Mo,0.44680851063829785,0.5205992509363296,0.8327645051194539,0.13428571428571429,0.3932377049180328,0.8237774030354131,0.6052631578947368,0.15465465465465467,0.5923076923076923,0.5948275862068966,0.555045871559633,0.710691823899371,0.5576923076923077,0.45281346920691184,0.18079800498753118,0.4509394572025052,0.8771175398843336,0.3076651359943483,0.2965069842245071,0.542713567839196,0.2884580618509808,0.31925042589437813,0.0,0.24135678472825017,0.5136672640642858,0.513667264140195,0.0,0.1355331922429059,0.24489795918367346,0.5824175824175825,0.017547539149888144,0.31787554498612763,0.1674723385970566,0.7160194174757282,0.7743595769682726,0.30085959885386815,0.5436893203883495,0.756544502617801,0.13222441499859036,0.2727272727272727,0.1875,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.04838087895142637,0.32325581395348835,0.6235632183908046,0.7040229885057471,0.6565934065934066,0.6228571428571429,0.33732970027247955,0.21541568495456076
Tc,0.4574468085106383,0.5093632958801498,0.8225255972696246,0.12142857142857143,0.4012590573770492,0.8684654300168634,0.5378886945199203,0.140990990990991,0.5653846153846154,0.5517241379310345,0.5504587155963303,0.6918238993710691,0.5192307692307693,0.5095259193619849,0.200498753117207,0.3966597077244259,0.8686243242692564,0.3157894736842105,0.30371708921375523,0.5276381909547739,0.29608677001748906,0.28356047700170356,0.0,0.27540212178130724,0.4978528407583483,0.4978528407408791,0.0,0.12339653608603637,0.6188444482304613,0.49376010951353905,0.10774305141848559,0.3044123586002639,0.1527553980019336,0.7099514563106796,0.7967097532314924,0.2617000955109838,0.5728155339805825,0.6400523560209425,0.12165210036650692,0.22727272727272727,0.21875,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.046838858905165766,0.1186046511627907,0.6206896551724138,0.7011494252873564,0.6483516483516484,0.6118367346938776,0.2940119173380612,0.19185459441265568
Ru,0.46808510638297873,0.50187265917603,0.8088737201365188,0.11857142857142858,0.4142213114754098,0.7037099494097808,0.5789473684210527,0.12147147147147147,0.5615384615384615,0.5387931034482759,0.5229357798165137,0.6477987421383647,0.5,0.5498449268941072,0.16209476309226933,0.45929018789144055,0.8900718384487442,0.32144118685976686,0.3109231283543252,0.5527638190954774,0.2993608064167209,0.3287052810902896,0.0,0.3558781074053814,0.48868164181718277,0.48868164178654755,0.0,0.11670193927352826,0.32653061224489793,0.8791208791208791,0.01663870246085011,0.31787554498612763,0.15071436244494574,0.6326183049562061,0.7645123384253819,0.25787965616045844,0.6019417475728155,0.6761780104712042,0.11516774739216239,0.18181818181818182,0.25,0.3333333333333333,0.7,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.045875096376252894,0.27906976744186046,0.6120689655172413,0.7068965517241379,0.6428571428571429,0.6046938775510204,0.32534059945504085,0.16156176371592054
Rh,0.4787234042553192,0.50187265917603,0.7952218430034129,0.11857142857142858,0.4217438524590164,0.6745362563237775,1.0,0.1063063063063063,0.5461538461538461,0.5387931034482759,0.5045871559633027,0.6666666666666666,0.5192307692307693,0.5498449268941072,0.14463840399002495,0.47599164926931103,0.893803705915975,0.327057576827976,0.31812532752669903,0.5728643216080401,0.3033628583631111,0.22649063032367972,0.0,0.4904757407117363,0.49024408754288606,0.49024408757957366,0.0,0.11782490390014254,0.32653061224489793,0.8791208791208791,0.016988255033557047,0.3300303871052979,0.12439574605220753,0.5995145631067961,0.6533490011750881,0.36294173829990445,0.6310679611650486,0.5861256544502618,0.11671835353820129,0.13636363636363635,0.28125,0.2222222222222222,0.8,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.047031611410948346,0.3488372093023256,0.603448275862069,0.7011494252873564,0.6428571428571429,0.5977551020408163,0.2561307901907357,0.14473241332884548
Pd,0.48936170212765956,0.5131086142322098,0.7337883959044369,0.12714285714285714,0.4361475409836066,0.575548060708263,0.47368421052631576,0.0942942942942943,0.5346153846153846,0.5172413793103449,0.536697247706422,0.7044025157232704,0.5384615384615384,0.5325653522374834,0.0798004987531172,0.45929018789144055,0.8691390646095641,0.3321087954786294,0.32533023726485844,0.5527638190954774,0.3390722243075281,0.14258943781942077,0.0,0.6372006122284201,0.49930076891643377,0.49930076892270503,0.0,0.12447630976547316,0.32653061224489793,0.8791208791208791,0.017058165548098435,0.34324217201743956,0.15812654420453326,0.4519417475728155,0.44253819036427733,0.37153772683858644,0.6699029126213593,0.47774869109947643,0.1206653510008458,0.0,0.3125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.047031611410948346,0.16744186046511628,0.603448275862069,0.617816091954023,0.6510989010989011,0.5916326530612245,0.1673024523160763,0.08078088185796027
Ag,0.5,0.5393258426966292,0.7679180887372014,0.14714285714285716,0.4420827868852459,0.4190556492411467,0.2631578947368421,0.0512012012012012,0.5576923076923077,0.5517241379310345,0.6376146788990825,0.8616352201257862,0.6153846153846154,0.4652193176783341,0.13092269326683292,0.40292275574112735,0.900881385595206,0.3903214411868598,0.3325333399591608,0.4849246231155779,0.30813481725406616,0.09625212947189098,0.0,0.8017131496687923,0.5205586126212179,0.5205586124889111,0.0,0.14106163348162223,0.12244897959183673,0.15384615384615385,0.01642897091722595,0.3349187475227904,0.18315608550864754,0.30837378640776697,0.33478260869565213,0.39063992359121297,0.6893203883495146,0.3233246073298429,0.14477022836199605,0.045454545454545456,0.34375,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.7142857142857143,0.045682343870470314,1.0,0.6063218390804598,0.7270114942528736,0.6675824175824175,0.6424489795918368,0.14168937329700274,0.1141029956243689
Cd,0.5106382978723404,0.5767790262172284,0.8122866894197952,0.18714285714285714,0.4607131147540984,0.17504215851602023,0.11052631578947368,0.060810810810810814,0.5538461538461539,0.5862068965517241,0.6605504587155964,0.695735765841586,0.5961538461538461,0.38325210456358,0.12381546134663342,0.35281837160751567,0.9544329354599216,0.317732250088308,0.33973915321924864,0.42462311557788945,0.3657899881756447,0.05289608177172061,0.0,0.937158960280152,0.5522240555491504,0.5522240555779552,0.0,0.1684015030449618,0.17346938775510204,0.14285714285714285,0.016149328859060404,0.3437706434139252,0.2319260930282522,0.07172330097087379,0.13137485311398356,0.2846227316141356,0.7281553398058253,0.1555235602094241,0.1832534536227798,0.0,0.375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7142857142857143,0.04471858134155744,0.2255813953488372,0.6264367816091954,0.7155172413793104,0.6868131868131868,0.5812244897959183,0.12588555858310627,0.12386401884887244
In,0.5212765957446809,0.6217228464419475,0.8395904436860068,0.22428571428571428,0.4705655737704918,0.39679595278246205,0.20840244431719948,0.09654654654654654,0.5461538461538461,0.6120689655172413,0.6238532110091743,0.9182389937106918,0.5961538461538461,0.3238812583074878,0.17132169576059852,0.37160751565762007,0.8579005671795125,0.34592016955139526,0.3709635157845281,0.4472361809045226,0.23533854980197774,0.02803236797274276,0.0,0.8085499748743296,0.5939791130250972,0.5939791129180059,0.0,0.20956247570509223,0.336734693877551,0.21978021978021978,0.016289149888143176,0.3532831285506672,0.2808035234719089,0.27317961165048543,0.28554641598119856,0.4383954154727793,0.7669902912621359,0.11238743455497383,0.2221595714688469,0.22727272727272727,0.40625,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.0,1.0,0.7142857142857143,0.045104086353122595,0.19069767441860466,0.5545977011494253,0.6982758620689655,0.7252747252747253,0.9108163265306123,0.06621253405994551,0.17165937394816558
Sn,0.5319148936170213,0.6067415730337079,0.8464163822525598,0.23285714285714287,0.48651639344262293,0.42883642495784147,0.15263157894736842,0.10735735735735735,0.5346153846153846,0.603448275862069,0.5963302752293578,0.8301886792452831,0.5576923076923077,0.3238812583074878,0.10573566084788029,0.4091858037578288,0.8927342041739007,0.3811374072765807,0.40218471602305783,0.4924623115577889,0.29868647693225797,0.06090289608177172,0.0,0.7188006683722749,0.6600199989236903,0.6600199989430936,0.0,0.2875221353604284,0.2653061224489796,0.17582417582417584,0.015869686800894855,0.3565860747787026,0.29057900956064026,0.3592233009708738,0.3539365452408931,0.5558739255014327,0.8058252427184466,0.13222513089005236,0.22963067380885255,0.18181818181818182,0.4375,0.0,1.0,0.0,0.0,0.8,0.3333333333333333,0.0,1.0,0.7142857142857143,0.04279105628373169,0.1558139534883721,0.6235632183908046,0.6954022988505747,0.7115384615384616,0.8963265306122449,0.1362397820163488,0.10568832043083137
Sb,0.5425531914893617,0.5955056179775281,0.8395904436860068,0.26285714285714284,0.499016393442623,0.3217537942664418,0.11052631578947368,0.07567567567567568,0.5346153846153846,0.603448275862069,0.6100917431192661,0.7987421383647799,0.5576923076923077,0.2964554718653079,0.10523690773067332,0.42797494780793316,0.8899002583353082,0.4146944542564465,0.43341359619797976,0.5150753768844221,0.35011406458116107,0.16856899488926744,0.0,0.7079610021004031,0.648415278423283,0.6484152783892891,0.0,0.2726212585842007,0.8061224489795918,0.37362637362637363,0.014471476510067112,0.33333333333333337,0.3245246535610699,0.23689320388349513,0.3106933019976498,0.4307545367717287,0.8543689320388349,0.23662303664921466,0.25641387087679735,0.13636363636363635,0.46875,0.0,1.0,0.0,0.0,0.6,0.5,0.0,1.0,0.7142857142857143,0.03951426368542791,0.05581395348837209,0.5919540229885057,0.7097701149425287,0.6923076923076923,0.9020408163265307,0.18637602179836513,0.11107371255469538
Te,0.5531914893617021,0.599250936329588,0.825938566552901,0.29285714285714287,0.5229508196721311,0.2129848229342327,0.17105263157894737,0.07072072072072072,0.5307692307692308,0.5862068965517241,0.5871559633027523,0.7610062893081762,0.5384615384615384,0.2764731945059814,0.09226932668329177,0.4384133611691023,0.9295728405838443,0.45072412575061815,0.46463434467554543,0.5276381909547739,0.3664317806524134,0.14804088586030661,0.025638192065421596,0.7756457791845258,0.6696502657769692,0.6696502658188903,0.0,0.30029225871377363,0.29591836734693877,0.5384615384615384,0.014121923937360179,0.33993922578940416,0.36459340423246317,0.06043689320388349,0.2310223266745006,0.42502387774594075,0.8932038834951457,0.18918848167539268,0.28841274316323656,0.09090909090909091,0.5,0.0,1.0,0.0,0.0,0.4,0.6666666666666666,0.0,1.0,0.7142857142857143,0.03874325366229761,0.0069767441860465115,0.5919540229885057,0.5718390804597702,0.6703296703296703,0.9122448979591836,0.1422343324250681,0.09256142712891283
I,0.5638297872340425,0.5645677582386879,0.8122866894197952,0.36714285714285716,0.5201002868852459,0.07715008431703205,0.020263157894736844,0.058408408408408406,0.5346153846153846,0.5732758620689655,0.591743119266055,0.7861635220125787,0.5384615384615384,0.21843154630039874,0.08628428927680798,0.5553235908141962,0.9762495289589699,0.49275874249381846,0.49584741321671877,0.6683417085427136,0.4250659087929921,0.06609880749574105,0.05868051718421926,0.8890871166028862,0.7189205264748807,0.7189205265293894,0.0,0.3715717185677882,0.5,0.5274725274725275,0.014960850111856822,0.719117452767869,0.4566548501450209,0.050910194174757284,0.12544888366627496,0.7373447946513848,0.941747572815534,0.10123036649214659,0.36255990978291514,0.045454545454545456,0.53125,0.0,1.0,0.0,0.0,0.2,0.8333333333333334,0.0,1.0,0.7142857142857143,0.18924793168940887,0.001044186046511628,0.5689655172413793,0.5862068965517241,0.6483516483516484,0.9183673469387755,0.1792487703811672,0.09003702457085155
Xe,0.574468085106383,0.5513221176105716,0.7918088737201365,0.6128571428571429,0.5380860655737705,0.028010118043844855,0.14899847826435586,0.045345345345345345,0.5384615384615384,0.5646551724137931,0.6192660550458715,0.7672955974842768,0.4966825168185084,0.15595923792645103,0.0693640897755611,0.5427974947807933,0.842629937083717,0.5393853761921582,0.5270945897106923,0.6532663316582915,0.49333587176221694,0.019335604770017036,0.3567244999447453,0.9968583713473207,0.7738631200780537,0.7738631200934946,0.0,0.46343886321427025,0.41764145105159967,0.4329969189101754,0.01104586129753915,0.27462016118377597,0.6212267697926737,0.015351941747572815,0.15777248086621024,0.5921680993314231,0.04854368932038835,0.04222513089005236,0.5063433887792501,0.0,0.5625,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7142857142857143,0.03045489591364688,1.3139534883720929e-05,0.6206896551724138,0.6551724137931034,0.6263736263736264,0.8987755102040816,0.05940054495912807,0.06805789296533153
Cs,0.5851063829787234,1.0,0.8498293515358362,1.0,0.5446944754098361,0.16047217537942665,0.004210526315789474,1.0,0.9384615384615385,1.0,0.9587155963302753,0.9635975967049462,1.0,0.08298626495347806,1.0,0.16492693110647183,0.86526246931665,0.13768986223949137,0.34833593848822714,0.1984924623115578,0.15837002118199872,0.017802385008517885,0.0,0.9342151140470104,1.0,1.0,0.0,1.0,0.6122448979591837,0.6593406593406593,0.01691834451901566,0.4255515920200819,0.7256418519712106,0.0828883495145631,0.0898942420681551,0.5778414517669531,0.07766990291262135,0.07895287958115184,1.0,0.045454545454545456,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.8571428571428571,0.04645335389360062,0.08372093023255814,0.985632183908046,1.0,0.945054945054945,0.9218367346938775,0.11865275035211409,1.0
Ba,0.5957446808510638,0.8314606741573034,1.0,0.5571428571428572,0.5628155737704919,0.3220910623946037,0.02526315789473684,0.8318318318318318,0.8269230769230769,0.8448275862068966,0.7385321100917431,0.9371069182389937,0.8269230769230769,0.15507310589277803,0.6683291770573566,0.18580375782881003,0.8512355376730948,0.18406923348640059,0.35842398670015724,0.2236180904522613,0.21196493958467405,0.06064735945485519,0.0,0.8600926355850215,0.818974757841354,0.8189747578892601,0.0,0.5493024662030839,0.30612244897959184,0.25274725274725274,0.014261744966442952,0.3708548024838156,0.67547534643893,0.17233009708737865,0.21045828437132785,0.47946513849092637,0.13592233009708737,0.26230366492146595,0.5379193684804059,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.03700848111025443,0.04186046511627907,0.7701149425287356,0.8706896551724138,0.8434065934065934,0.7557142857142858,0.088283378746594,0.6681252103668799
La,0.6063829787234043,0.700374531835206,0.9692832764505119,0.32142857142857145,0.5692847131147541,0.6290050590219224,0.07368421052631578,0.56006006006006,0.7961538461538461,0.7758620689655172,0.6376146788990825,0.8742138364779874,0.75,0.27248560035445285,0.5236907730673317,0.22964509394572027,0.8651927220005382,0.13335380626070586,0.3685059361390701,0.2763819095477387,0.2268195477624361,0.05281090289608177,0.0,0.6517788797632549,0.6830825983442638,0.6830825983531487,0.0,0.3187275946961517,0.9693877551020408,0.34065934065934067,0.01363255033557047,0.3581714889681596,0.4019765818025567,0.4878640776699029,0.5064629847238543,0.3581661891117478,0.32038834951456313,0.312565445026178,0.31561883281646463,0.4090909090909091,0.09375,1.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.8571428571428571,0.03797224363916731,0.030232558139534883,0.6982758620689655,0.8563218390804598,0.7637362637362637,0.7187755102040816,0.13487738419618528,0.5233927970380343
Ce,0.6170212765957447,0.6779026217228464,0.962457337883959,0.3,0.5742459016393443,0.6237774030354132,0.05789473684210526,0.5225225225225225,0.7846153846153846,0.7025862068965517,0.6284403669724771,0.8238993710691824,0.7115384615384616,0.29937970757642896,0.49875311720698257,0.2338204592901879,0.8729138271051539,0.19888160804504953,0.37859827608016045,0.28140703517587945,0.22526590564503665,0.04650766609880749,0.0,0.6622483333468533,0.6851896570658041,0.6851896570985689,0.0,0.3216861745778085,0.9693877551020408,0.34065934065934067,0.013422818791946308,0.35592548553309555,0.3702868192072188,0.4830097087378641,0.4936545240893067,0.492836676217765,0.3106796116504854,0.2806282722513089,0.29165491965040885,1.0,0.125,1.0,0.1,1.0,0.07142857142857142,0.0,0.0,0.0,1.0,0.8571428571428571,0.03951426368542791,0.02558139534883721,0.6954022988505747,0.8275862068965517,0.7527472527472527,0.7257142857142858,0.11444141689373297,0.49814877145742176
Pr,0.6276595744680851,0.6816479400749064,0.9761092150170648,0.29714285714285715,0.5774904098360658,0.6382799325463744,0.07631578947368421,0.5645645645645646,0.7807692307692308,0.7586206896551724,0.6330275229357798,0.8050314465408805,0.7115384615384616,0.30008861320336727,0.47381546134663344,0.23590814196242169,0.8862970759531543,0.15492829473074896,0.3886951336308932,0.2839195979899497,0.222593803888148,0.058688245315161834,0.0,0.6624383168915706,0.6754536743977363,0.6754536743704783,0.0,0.30816740811125987,0.9693877551020408,0.34065934065934067,0.013492729306487697,0.3593605496102523,0.3706090879793748,0.4016990291262136,0.41938895417156286,0.3505253104106972,0.30097087378640774,0.31518324607329845,0.2932055257964477,0.5,0.15625,0.0,0.0,0.8461538461538461,0.21428571428571427,0.0,0.0,0.0,1.0,0.8571428571428571,0.03700848111025443,0.030232558139534883,0.6896551724137931,0.8390804597701149,0.75,0.7359183673469388,0.12425068119891008,0.4745876809155166
